,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379
70,0,0,0.095711622,0.16879795,0,0,0,0,0,0,0,0,0.1382716,0,0,0.19512195,0,0.091836735,0,0.13166144,0,0,0,0,0.125,0.125,0.059701493,0.053333333,0.077922078,0,0,0,0,0,0.13235294,0.054794521,0,0,0,0,0,0.11059908,0,0,0,0.24705882,0.24705882,0.56756757,0.25609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075949367,0.092307692,0.048780488,0.053254438,0,1,0,0.14754098,0.20057307,0.40127388,0.35353535,0.56756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097561,0.18181818,0,0,0,0,0.31343284,0.14754098,0,0,0,0,0,0,0.13675214,0,0.031847134,0.020942408,0,0,0,0.12162162,0,0.16756757,0,0,0.059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025706941,0,0.17977528,0,0,0,0.088888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026490066,0.075949367,0.16393443,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15217391,0,0,0.27692308,0,0.054054054,0,0.44508671,0,0,0,0,0.042857143,0,0.43859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021857923,0,0,0,0.41605839,0,0.1,0.18343195,0.084337349,0.045454545,0.028901734,0.031847134,0,0.082352941,0,0,0,0.16901409,0.24657534,0.12765957,0.059701493,0,0,0,0.028571429,0.042253521,0,0,0,0,0,0,0,0.043956044,0,0.024017467,0,0.14754098,0.032510288,0.031502423,0,0,0,0,0,0,0,0,0,0,0,0.060240964,0,0,0,0.2,0,0,0,0,0,0.11764706,0.11764706,0,0,0,0,0,0.12162162,0,0.15662651,0.095711622,0,0,0,0,0,0,0.1125,0,0,0,0,0.2278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0.56756757,0.17021277,0,0,0,0,0.16,0,0,0,0,0,0,0,0.16393443,0,0.1,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045226131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0.11267606,0.06779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058252427,0,0,0,0,0,0,0.055299539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0.095645967,0.10029499,0,0,0,0,0,0,0,0,0.101983,0,0,0.15942029,0,0.11764706,0,0.12734082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13888889,0.13888889,0.14754098,0.14492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14754098,0,1,0.12794613,0.12977099,0.13469388,0.14754098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14666667,0,0,0,0,0.18518519,0.33333333,0,0,0,0,0,0,0,0,0.14503817,0.10909091,0,0,0,0,0,0.14465409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11275964,0,0.14473684,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1127451,0,0,0,0,0,0,0.1292517,0,0,0,0,0.1754386,0,0.11724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11464968,0,0,0,0.097493036,0,0,0.16083916,0.2,0.14666667,0.1292517,0.14503817,0,0.19444444,0,0,0,0,0,0,0,0,0,0,0.15789474,0.12299465,0,0,0,0,0,0,0,0.14102564,0,0.096059113,0,0.33333333,0.085958596,0.08377425,0,0,0,0,0,0,0,0,0,0,0,0.17142857,0,0,0,0.18120805,0,0,0,0,0,0.096021948,0.096021948,0,0,0,0,0,0,0,0.2,0.095645967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17948718,0,0,0.14754098,0.10526316,0,0,0,0,0.12643678,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0.22679846,0.018018018,0,0.015384615,0.028037383,0,0.039370079,0.025352113,0.021686747,0,0.15283843,0,0,0.20472441,0,0.094382022,0,0.021505376,0,0,0.010882709,0,0,0,0,0,0,0,0,0,0,0.011560694,0,0,0,0,0,0,0,0,0,0.073170732,0.038167939,0.24936387,0.24936387,0.20057307,0.45406824,0.13821138,0.02901354,0,0.028037383,0.014005602,0.067873303,0.056300268,0.028037383,0.043715847,0.04136253,0.007672634,0.019455253,0,0.021377672,0.015384615,0.014005602,0,0,0,0,0,0.20057307,0,0.12794613,1,0.15258856,0.14,0.20057307,0.009174312,0.022900763,0,0,0.009174312,0,0,0.028037383,0.030425963,0,0,0,0,0.016042781,0.016042781,0.021479714,0.043824701,0,0.19259259,0,0,0,0,0.30529595,0.12794613,0,0,0,0,0,0,0,0.14782609,0.032697548,0.022988506,0,0,0,0,0,0.17966903,0.024930748,0,0,0,0,0.011560694,0,0.089244851,0,0,0,0,0,0,0,0.01754386,0,0,0.027149321,0,0.19070905,0.039370079,0,0.073170732,0.092009685,0.014326648,0.007407407,0.019283747,0,0,0,0,0.044491525,0,0.042394015,0,0,0,0,0.1629393,0.028169014,0,0,0,0,0.028037383,0.034120735,0.14127424,0,0,0,0,0,0,0.028037383,0,0,0,0,0,0.024930748,0,0.16374269,0,0,0,0,0,0.025069638,0.21052632,0,0,0,0,0.042042042,0,0.14177215,0,0,0,0,0,0,0,0,0.038167939,0.034324943,0.015384615,0.014005602,0,0.054313099,0,0.01369863,0.01369863,0.01369863,0.008645533,0.008645533,0.012987013,0.028037383,0.015384615,0.008403361,0.009174312,0.008645533,0.053613054,0,0,0.014005602,0,0,0,0,0,0.073170732,0,0,0,0.040214477,0,0,0,0.043256997,0.014492754,0.008902077,0.008902077,0.016786571,0.014492754,0.024930748,0.008902077,0.014492754,0,0.046554935,0.008264463,0.010582011,0.028132992,0.15035799,0.014005602,0,0.073170732,0.13577586,0.05974026,0.016885553,0.1943734,0.077922078,0.044444444,0.030075188,0.032697548,0,0.076335878,0.006006006,0,0,0,0,0,0,0,0,0,0.03003003,0.041753653,0,0.023017903,0,0.054313099,0.054313099,0.028037383,0,0.14628297,0,0.088062622,0.007407407,0.12794613,0.095382286,0.12053571,0,0.015384615,0,0.054313099,0.011560694,0,0,0,0.01754386,0.077534791,0,0.057142857,0.064748201,0,0,0.20843672,0,0,0,0,0.006024096,0.28434505,0.28434505,0,0,0.008645533,0.01369863,0.008645533,0,0,0.15064935,0.22679846,0.038167939,0.038167939,0,0,0,0,0,0,0,0.016042781,0,0,0,0,0.038374718,0.008746356,0,0,0.039370079,0.028037383,0.010989011,0.010989011,0.029748284,0.01312336,0,0,0,0,0,0,0.004842615,0,0,0.14127424,0.019455253,0.13908873,0,0.039370079,0.20057307,0.17973231,0,0.079754601,0.067331671,0.039370079,0.17218543,0,0,0,0,0.038167939,0.022900763,0,0,0,0.016885553,0
74,0,0,0.058298632,0.14425428,0,0,0,0,0,0,0,0,0.09929078,0.024691358,0.059171598,0.14450867,0,0.073170732,0,0.10385757,0.041958042,0,0,0,0.078431373,0.078431373,0.041958042,0.037735849,0.24539877,0,0,0,0,0,0.082758621,0.15483871,0.071942446,0,0,0,0,0.079646018,0,0,0,0.19553073,0.19553073,0.40127388,0.20231214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095808383,0.071942446,0.057803468,0.039325843,0,0.40127388,0,0.12977099,0.15258856,1,0.2,0.40127388,0,0,0,0,0,0,0,0,0,0.12587413,0,0,0,0,0,0,0,0.069364162,0.13513513,0,0,0,0,0.24475525,0.12977099,0,0,0,0,0,0,0.097560976,0,0.024096386,0.03,0,0,0.041958042,0.076433121,0,0.12371134,0,0,0.041958042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21582734,0,0.031941032,0,0.13368984,0,0,0,0.068783069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.05988024,0.13740458,0.071942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12970711,0,0,0.21582734,0.071942446,0.063694268,0,0.30769231,0,0.21582734,0,0,0.060402685,0,0.3,0,0.21582734,0,0.069364162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030456853,0,0,0,0,0,0,0,0,0,0.12972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.3006993,0,0.072289157,0.13483146,0.074285714,0.037837838,0.021978022,0.024096386,0,0.072625698,0,0,0,0.1192053,0.19354839,0.15228426,0.041958042,0,0,0,0.020134228,0.036036036,0.034285714,0,0,0,0,0,0,0.036649215,0,0.018907563,0,0.12977099,0.028377298,0.027472527,0,0,0.023121387,0,0,0,0,0,0,0,0,0.13142857,0,0,0,0.15217391,0,0,0,0,0,0.080552359,0.080552359,0,0,0,0,0,0.076433121,0,0.13142857,0.058298632,0,0,0,0,0,0,0.071005917,0,0,0,0,0.28742515,0,0.071005917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06779661,0,0,0,0,0,0.12041885,0,0,0.40127388,0.14754098,0,0,0,0,0.11961722,0,0,0,0,0,0,0,0.13740458,0,0.072289157,0
75,0,0,0.043397396,0.11479592,0,0,0,0,0,0,0,0,0.086206897,0,0,0.13069909,0,0.06870229,0,0.065625,0,0,0,0,0.062283737,0.062283737,0.037174721,0.033222591,0.058252427,0,0,0,0,0,0.065934066,0.034129693,0,0,0,0,0,0.068965517,0,0,0,0.18475073,0.18475073,0.35353535,0.19148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056782334,0.068965517,0.030395137,0.03539823,0,0.35353535,0,0.13469388,0.14,0.2,1,0.35353535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054711246,0.12181303,0,0,0,0,0.23420074,0.13469388,0,0,0,0,0,0,0.085227273,0,0.022222222,0.01305483,0,0,0,0.060606061,0,0.11051213,0,0,0.037174721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017948718,0,0.12044818,0,0,0,0.063711911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01650165,0.056782334,0.13877551,0.068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10629067,0,0,0.20689655,0,0.033670034,0,0.40057637,0,0,0,0,0.03202847,0,0.25364432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028328612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013623978,0,0,0,0.26213592,0,0.062370062,0.12094395,0.075075075,0.036827195,0.020172911,0.022222222,0,0.073313783,0,0,0,0.10526316,0.18430034,0.079575597,0.037174721,0,0,0,0.017793594,0.035128806,0,0,0,0,0,0,0,0.035616438,0,0.017429194,0,0.13469388,0.027526705,0.026612903,0,0,0,0,0,0,0,0,0,0,0,0.051051051,0,0,0,0.13960114,0,0,0,0,0,0.067065868,0.067065868,0,0,0,0,0,0.060606061,0,0.12912913,0.043397396,0,0,0,0,0,0,0.056074766,0,0,0,0,0.170347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11780822,0,0,0.35353535,0.12526539,0,0,0,0,0.10723192,0,0,0,0,0,0,0,0.13877551,0,0.062370062,0
76,0,0,0.095711622,0.16879795,0,0,0,0,0,0,0,0,0.1382716,0,0,0.19512195,0,0.091836735,0,0.13166144,0,0,0,0,0.125,0.125,0.059701493,0.053333333,0.077922078,0,0,0,0,0,0.13235294,0.054794521,0,0,0,0,0,0.11059908,0,0,0,0.24705882,0.24705882,1,0.25609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075949367,0.092307692,0.048780488,0.053254438,0,0.56756757,0,0.14754098,0.20057307,0.40127388,0.35353535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097561,0.18181818,0,0,0,0,0.31343284,0.14754098,0,0,0,0,0,0,0.13675214,0,0.031847134,0.020942408,0,0,0,0.12162162,0,0.16756757,0,0,0.059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025706941,0,0.17977528,0,0,0,0.088888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026490066,0.075949367,0.16393443,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15217391,0,0,0.27692308,0,0.054054054,0,0.44508671,0,0,0,0,0.042857143,0,0.43859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021857923,0,0,0,0.41605839,0,0.1,0.18343195,0.084337349,0.045454545,0.028901734,0.031847134,0,0.082352941,0,0,0,0.16901409,0.24657534,0.12765957,0.059701493,0,0,0,0.028571429,0.042253521,0,0,0,0,0,0,0,0.043956044,0,0.024017467,0,0.14754098,0.032510288,0.031502423,0,0,0,0,0,0,0,0,0,0,0,0.060240964,0,0,0,0.2,0,0,0,0,0,0.11764706,0.11764706,0,0,0,0,0,0.12162162,0,0.15662651,0.095711622,0,0,0,0,0,0,0.1125,0,0,0,0,0.2278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0.56756757,0.17021277,0,0,0,0,0.16,0,0,0,0,0,0,0,0.16393443,0,0.1,0
77,0,0,0.11111111,0,0,0.36,0.28455285,0,0.019607843,0.014285714,0.17647059,0,0,0,0,0,0,0,0,0,0,0,0.007385524,0,0,0,0,0,0,0,0,0,0,0.11439114,0,0,0,0,0,0,0,0,0,0.034013605,0.018867925,0,0,0,0.019607843,0.06122449,0.07239819,0,0.28455285,0.31914894,0.18256131,0.3557047,0.12195122,0.1371308,0.19047619,0.18987342,0.011272142,0,0.1734104,0.36,0.31914894,0,0,0,0,0,0,0,0,0.009174312,0,0,0,1,0.012578616,0,0,0.23809524,0,0,0.12195122,0.19138756,0,0,0,0,0.010033445,0.010033445,0.011627907,0.044496487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.013986014,0,0,0,0,0.11439114,0,0.038674033,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0,0.019607843,0,0.034013605,0,0.065693431,0.085714286,0.16666667,0,0,0,0,0.050377834,0,0.055214724,0,0,0,0,0.075630252,0,0,0,0,0,0.12195122,0.1372549,0.062937063,0,0,0,0,0,0,0.12195122,0,0,0,0,0,0.10489511,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0.016574586,0.072,0.063829787,0,0.22689076,0,0.062068966,0.062068966,0.062068966,0.044117647,0.044117647,0.058064516,0.12195122,0.072,0.042553191,0.047619048,0.044117647,0.039548023,0,0,0.063829787,0,0,0,0,0,0.034013605,0,0,0,0.020134228,0,0,0,0.16981132,0.066666667,0.045801527,0.045801527,0.070175439,0.066666667,0.10489511,0.045801527,0.066666667,0,0.056277056,0.041666667,0.10231023,0.11392405,0.093023256,0.14893617,0,0.034013605,0,0.04516129,0.065502183,0,0,0,0,0,0,0,0.034883721,0,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0,0.22689076,0.22689076,0.28455285,0,0.099415205,0,0.05733945,0.085714286,0,0.035439795,0.032663317,0,0.072,0,0.22689076,0.11439114,0,0,0,0.074074074,0.03271028,0,0,0.029239766,0,0,0,0,0,0,0,0.035019455,0.02661597,0.02661597,0,0,0.044117647,0.062068966,0.044117647,0,0,0,0.11111111,0.018867925,0.018867925,0,0,0,0,0,0,0,0.010033445,0,0,0,0,0.13043478,0.044776119,0,0,0.019607843,0.12195122,0.051903114,0.051903114,0.1160221,0.058823529,0,0,0,0,0,0,0.026627219,0,0,0.062937063,0.011272142,0,0,0.019607843,0,0,0,0.033816425,0.030674847,0.019607843,0,0,0,0,0,0.018867925,0.012578616,0,0,0,0.065502183,0
78,0.032051282,0.061784897,0.042016807,0,0,0.018987342,0.032051282,0,0.048387097,0.034682081,0.02955665,0,0.06013363,0.057142857,0,0,0,0,0,0,0,0,0.018541409,0,0,0,0,0,0,0,0,0,0,0.014836795,0,0,0,0,0,0.10909091,0,0,0,0.083333333,0.1875,0,0,0,0.048387097,0.15,0.031496063,0,0.032051282,0.017241379,0.076212471,0.06043956,0.032051282,0.36296296,0.049751244,0.010471204,0.027888446,0,0.11650485,0.018987342,0.017241379,0,0,0,0,0,0,0,0,0.022900763,0,0,0,0.012578616,1,0,0.08372093,0.012578616,0,0,0.032051282,0.049586777,0,0,0,0,0.024657534,0.024657534,0.029268293,0.050709939,0,0,0,0,0,0.062111801,0,0,0,0,0,0,0,0.076142132,0,0.16071429,0,0,0,0,0,0.029411765,0,0,0.54545455,0.22435897,0,0,0,0.014836795,0,0.098130841,0,0,0,0,0,0,0,0.020512821,0,0,0,0,0,0.048387097,0,0.083333333,0,0.017647059,0.01065449,0.02259887,0.062111801,0.040650407,0,0,0.23110151,0,0.045918367,0,0,0,0,0.17763158,0,0,0,0,0,0.032051282,0.037634409,0.15340909,0,0,0,0,0,0,0.032051282,0,0,0.07860262,0.07860262,0,0.028409091,0,0,0,0,0,0,0,0.034285714,0,0.15882353,0,0,0,0,0,0,0,0,0,0,0,0.15243902,0.062111801,0.046728972,0.1875,0.042056075,0.018987342,0.017241379,0,0.059210526,0,0.016853933,0.016853933,0.016853933,0.01183432,0.01183432,0.015957447,0.032051282,0.018987342,0.011494253,0.012578616,0.01183432,0.061904762,0,0,0.017241379,0,0,0,0,0,0.083333333,0,0,0,0.049450549,0,0.037406484,0,0.046875,0.017857143,0.012195122,0.012195122,0.019607843,0.017857143,0.028409091,0.012195122,0.017857143,0,0.049242424,0.011299435,0.013550136,0.031413613,0.048780488,0.017241379,0,0.083333333,0,0.069148936,0.019083969,0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0.031413613,0,0.059210526,0.059210526,0.032051282,0.092592593,0.06372549,0,0.037848606,0.01065449,0,0.038756715,0.042986425,0,0.018987342,0,0.059210526,0.014836795,0,0,0,0.020512821,0.33603239,0,0,0.073529412,0,0,0,0,0,0,0,0.009287926,0.068403909,0.068403909,0.062111801,0,0.01183432,0.016853933,0.01183432,0.029411765,0.059210526,0,0.042016807,0.1875,0.1875,0,0,0,0,0,0,0,0.024657534,0.092592593,0,0,0,0.046082949,0.011976048,0,0,0.048387097,0.032051282,0.014084507,0.014084507,0.03271028,0.016129032,0,0,0,0,0,0,0.007425743,0,0,0.15340909,0.027888446,0,0,0.048387097,0,0,0,0.2,0.076530612,0.048387097,0,0,0,0,0,0.1875,1,0,0,0,0.019083969,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067567568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.027932961,0.24637681,0,0,0,0,0,0.068571429,0,0,0,0,0.20808081,0.050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045816733,0,0,0,0,0,0,0,0,0.13829787,0,0,0,0,0.069767442,0,0,0,0,0,0.036101083,0,0,0,0,0,0,0.063139932,0,0,0,0,0.043668122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08372093,0,1,0,0,0,0,0.01509434,0,0,0,0,0,0,0,0,0,0.045248869,0,0,0,0.054347826,0,0,0,0,0,0,0,0.068181818,0,0,0,0,0,0,0,0.025906736,0,0,0.090452261,0.19553073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0.054347826,0.036144578,0,0,0.068762279,0,0,0.027472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073732719,0.043478261,0.073732719,0.043478261,0,0,0,0,0.26984127,0.26984127,0,0,0,0,0,0,0,0,0,0,0,0.20207254,0,0,0.13953488,0,0,0,0,0,0,0,0,0.13368984,0.054347826,0.040871935,0.069767442,0,0,0,0.11538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033557047,0.15356711,0,0,0,0,0,0,0,0,0,0,0.055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054347826,0,0,0,0,0.025906736,0.051428571,0.066350711,0,0.1255814,0.1255814,0,0,0,0,0,0,0,0,0.081081081,0,0,0,0,0,0.068085106,0.11976048,0,0,0,0,0.033755274,0,0,0,0,0,0,0.15962441,0,0,0,0,0,0,0,0,0,0,0,0.1026616,0,0,0,0,0,0,0.15138593,0.069767442,0.08372093,0,0,0,0,0
